# frame ,time ,JointType ,TrackingState ,X,Y,Z
26,40281,20,2,0.0726764,0.668761,1.94836
26,40281,21,2,-0.599082,0.391193,1.64854
26,40281,22,2,-0.542764,0.466036,1.69151
26,40281,23,2,0.723382,0.385914,1.68566
26,40281,24,2,0.650578,0.464054,1.69992
27,41287,0,2,0.0937069,0.112852,1.96101
27,41287,1,2,0.0809166,0.435931,1.95961
27,41287,2,2,0.0679386,0.744187,1.94646
27,41287,3,2,0.0699732,0.890363,1.9375
27,41287,4,2,-0.11461,0.606369,1.94526
27,41287,5,2,-0.308279,0.430115,1.90927
27,41287,6,2,-0.488901,0.395209,1.76139
27,41287,7,2,-0.536806,0.389993,1.72531
27,41287,8,2,0.251926,0.610767,1.94768
27,41287,9,2,0.435512,0.411299,1.92854
27,41287,10,2,0.616125,0.378667,1.78115
27,41287,11,2,0.655243,0.373885,1.75697
27,41287,12,2,0.0145024,0.109369,1.9198
27,41287,13,2,-0.0147993,-0.244757,1.92482
27,41287,14,2,0.00496358,-0.616456,1.99559
27,41287,15,2,0.00434824,-0.644662,1.8796
27,41287,16,2,0.169268,0.111689,1.92612
27,41287,17,2,0.198103,-0.249708,1.96485
27,41287,18,2,0.177657,-0.626402,2.01713
27,41287,19,2,0.186727,-0.709167,1.95224
27,41287,20,2,0.0712269,0.669133,1.95183
27,41287,21,2,-0.591574,0.364545,1.65172
27,41287,22,2,-0.53839,0.446676,1.69024
27,41288,23,2,0.710817,0.344327,1.70181
27,41288,24,2,0.648708,0.430273,1.71429
28,42280,0,2,0.0934973,0.112284,1.96109
28,42280,1,2,0.0801631,0.435048,1.9589
28,42280,2,2,0.0665552,0.742815,1.94444
28,42280,3,2,0.0667909,0.889836,1.9338
28,42280,4,2,-0.113921,0.607581,1.94456
28,42280,5,2,-0.275041,0.395588,1.90163
28,42280,6,2,-0.427276,0.273994,1.76759
28,42280,7,2,-0.459045,0.247077,1.74221
28,42280,8,2,0.247696,0.610434,1.94751
28,42280,9,2,0.392792,0.370867,1.95146
28,42280,10,2,0.55863,0.253674,1.83292
28,42280,11,2,0.592393,0.22811,1.80967
28,42280,12,2,0.0142205,0.10893,1.91974
28,42280,13,2,-0.0140794,-0.24494,1.92494
28,42280,14,2,0.00522336,-0.613778,1.99568
28,42280,15,2,0.00476442,-0.642094,1.87972
28,42280,16,2,0.169103,0.111081,1.92622
28,42280,17,2,0.199175,-0.247849,1.96417
28,42280,18,2,0.176859,-0.628842,2.01804
28,42280,19,2,0.186457,-0.709257,1.95256
28,42280,20,2,0.0699928,0.667888,1.95018
28,42281,21,2,-0.5041,0.196587,1.68175
28,42281,22,2,-0.479083,0.294061,1.68593
28,42281,23,2,0.638736,0.173775,1.77207
28,42281,24,2,0.605483,0.275186,1.74743
29,43279,0,2,0.0938434,0.111874,1.95778
29,43279,1,2,0.0813552,0.434334,1.95305
29,43279,2,2,0.0689232,0.741834,1.93604
29,43279,3,2,0.0699809,0.889203,1.92443
29,43279,4,2,-0.1042,0.613197,1.93768
29,43279,5,2,-0.231797,0.372916,1.92138
29,43279,6,2,-0.338756,0.188611,1.81988
29,43279,7,2,-0.364332,0.153694,1.79771
29,43279,8,2,0.245609,0.609743,1.94021
29,43279,9,2,0.357766,0.347825,1.95805
29,43279,10,2,0.487826,0.177195,1.86218
29,43279,11,2,0.511189,0.140481,1.85102
29,43279,12,2,0.0144195,0.109207,1.91385
29,43279,13,2,-0.0137281,-0.247518,1.92451
29,43279,14,2,0.0051728,-0.61484,1.99522
29,43279,15,2,0.00476907,-0.6433,1.87933
29,43279,16,2,0.169534,0.110426,1.92496
29,43279,17,2,0.199279,-0.243575,1.96141
29,43279,18,2,0.176151,-0.629386,2.01836
29,43280,19,2,0.186323,-0.708892,1.95211
29,43280,20,2,0.0720496,0.666979,1.94241
29,43280,21,2,-0.394552,0.0833345,1.74406
29,43280,22,2,-0.385387,0.187896,1.727
29,43280,23,2,0.545133,0.076563,1.81488
29,43280,24,2,0.512524,0.185031,1.78895
30,44279,0,2,0.0942937,0.112571,1.95621
30,44279,1,2,0.0834498,0.434714,1.9501
30,44279,2,2,0.0730139,0.741962,1.9316
30,44279,3,2,0.0732728,0.88808,1.92088
30,44279,4,2,-0.0993197,0.616831,1.9321
30,44279,5,2,-0.211385,0.379903,1.92437
30,44279,6,2,-0.287883,0.178187,1.82853
30,44279,7,2,-0.304735,0.131636,1.79946
30,44279,8,2,0.246444,0.610083,1.93452
30,44279,9,2,0.347159,0.34805,1.95369
30,44279,10,2,0.45242,0.159281,1.86105
30,44279,11,2,0.472105,0.117341,1.84347
30,44279,12,2,0.0147708,0.110947,1.91238
30,44279,13,2,-0.0137233,-0.248422,1.9239
30,44279,14,2,0.00515193,-0.613105,1.99508
30,44280,15,2,0.0047887,-0.641687,1.87923
30,44280,16,2,0.170124,0.110068,1.92347
30,44280,17,2,0.199969,-0.244052,1.96103
30,44280,18,2,0.175956,-0.630754,2.01861
30,44280,19,2,0.186276,-0.708872,1.95319
30,44280,20,2,0.0756291,0.667179,1.93834
30,44280,21,2,-0.32293,0.0509909,1.74994
30,44280,22,2,-0.31751,0.15573,1.72231
30,44280,23,2,0.49965,0.048069,1.8144
30,44280,24,2,0.474938,0.1586,1.77575
31,45287,0,2,0.0934807,0.113267,1.95761
31,45287,1,2,0.0837001,0.434877,1.94981
31,45287,2,2,0.0739322,0.741645,1.9297
31,45287,3,2,0.0743371,0.887518,1.9187
31,45287,4,2,-0.0989866,0.618591,1.93335
31,45287,5,2,-0.185819,0.379528,1.9377
31,45287,6,2,-0.219188,0.162182,1.85209
31,45287,7,2,-0.209052,0.118958,1.82627
31,45287,8,2,0.244648,0.611823,1.93222
31,45287,9,2,0.331486,0.347608,1.95164
31,45287,10,2,0.387474,0.136574,1.86326
31,45287,11,2,0.394139,0.0913588,1.84701
31,45287,12,2,0.0136931,0.112028,1.91422
31,45287,13,2,-0.0137131,-0.246628,1.92311
31,45287,14,2,0.00473685,-0.612392,1.99458
31,45287,15,2,0.00352116,-0.641087,1.87878
31,45287,16,2,0.169536,0.110228,1.92472
31,45287,17,2,0.200109,-0.244686,1.96131
31,45287,18,2,0.176499,-0.629363,2.01823
31,45287,19,2,0.186552,-0.708868,1.95177
31,45287,20,2,0.0763881,0.667004,1.93688
31,45287,21,2,-0.205639,0.0277821,1.77864
31,45287,22,2,-0.206013,0.114301,1.7562
31,45288,23,2,0.410296,0.0145129,1.81743
31,45288,24,2,0.391233,0.128419,1.77807
32,46280,0,2,0.0934793,0.113584,1.95972
32,46280,1,2,0.083938,0.43506,1.95177
32,46280,2,2,0.0742251,0.74172,1.93209
32,46280,3,2,0.0736953,0.887733,1.92019
32,46280,4,2,-0.0984519,0.619053,1.93874
32,46280,5,2,-0.159494,0.36823,1.95413
32,46280,6,2,-0.157835,0.145205,1.87793
32,46280,7,2,-0.134751,0.0839109,1.8456
32,46280,8,2,0.243583,0.61323,1.93522
32,46280,9,2,0.308649,0.348225,1.94793
32,46280,10,2,0.31614,0.127478,1.86554
32,46280,11,2,0.317286,0.0613884,1.85408
32,46280,12,2,0.0139951,0.112155,1.91658
32,46280,13,2,-0.0133316,-0.246129,1.92329
32,46280,14,2,0.00532573,-0.619208,1.99557
32,46280,15,2,0.00349777,-0.647781,1.87981
32,46281,16,2,0.169312,0.110608,1.92659
32,46281,17,2,0.199285,-0.252661,1.96354
32,46281,18,2,0.1763,-0.628997,2.0183
32,46281,19,2,0.186484,-0.710698,1.95406
32,46281,20,2,0.0767001,0.66708,1.93908
32,46281,21,2,-0.124352,-0.00201722,1.82115
32,46281,22,2,-0.135899,0.103706,1.78744
32,46281,23,2,0.313707,-0.00571037,1.83578
32,46281,24,2,0.30908,0.10316,1.78687
33,47283,0,2,0.0931463,0.113642,1.96022
33,47283,1,2,0.0818386,0.435098,1.95262
33,47283,2,2,0.0699737,0.741738,1.93319
33,47283,3,2,0.0701433,0.888331,1.92132
33,47283,4,2,-0.100103,0.618605,1.94016
33,47283,5,2,-0.156494,0.36581,1.95276
33,47283,6,2,-0.154438,0.142669,1.87698
33,47283,7,2,-0.144049,0.102306,1.84574
33,47283,8,2,0.240122,0.613973,1.93777
33,47283,9,2,0.30592,0.345575,1.95055
33,47283,10,2,0.334309,0.126889,1.86764
33,47283,11,2,0.349237,0.0870102,1.85325
33,47283,12,2,0.0138924,0.11189,1.91712
33,47283,13,2,-0.0134778,-0.245466,1.9232
33,47283,14,2,0.00552095,-0.618238,1.99573
33,47283,15,2,0.00394308,-0.646809,1.87995
33,47283,16,2,0.16868,0.11101,1.927
33,47283,17,2,0.198481,-0.252612,1.96294
33,47283,18,2,0.176471,-0.628994,2.01777
33,47283,19,2,0.185899,-0.709998,1.95405
33,47284,20,2,0.073001,0.667096,1.94014
33,47284,21,2,-0.136016,0.0100497,1.80099
33,47284,22,2,-0.183987,0.11621,1.852
33,47284,23,2,0.358272,0.00756789,1.82098
33,47284,24,2,0.345824,0.123649,1.78743
34,48286,0,2,0.0912189,0.113253,1.95889
34,48286,1,2,0.0804075,0.434767,1.95137
34,48286,2,2,0.0692298,0.741354,1.93168
34,48286,3,2,0.0694766,0.888362,1.91986
34,48286,4,2,-0.100588,0.618016,1.93824
34,48286,5,2,-0.159819,0.366877,1.95013
34,48286,6,2,-0.167499,0.144804,1.87133
34,48286,7,2,-0.161297,0.0842318,1.82981
34,48286,8,2,0.240093,0.612737,1.93654
34,48286,9,2,0.33072,0.352994,1.95249
34,48286,10,2,0.41371,0.162751,1.83968
34,48286,11,2,0.445694,0.137311,1.81667
34,48286,12,2,0.0120385,0.111372,1.91566
34,48286,13,2,-0.0133686,-0.245339,1.92223
34,48286,14,2,0.00468186,-0.613788,1.99462
34,48286,15,2,0.00329729,-0.642433,1.87882
34,48287,16,2,0.166742,0.110717,1.92569
34,48287,17,2,0.199346,-0.24686,1.96073
34,48287,18,2,0.176331,-0.628497,2.01798
34,48287,19,2,0.185885,-0.709028,1.95356
34,48287,20,2,0.0720629,0.666735,1.93871
34,48287,21,2,-0.151731,6.78351e-05,1.79693
34,48287,22,2,-0.162426,0.11018,1.77457
34,48287,23,2,0.469594,0.0661437,1.77677
34,48287,24,2,0.447927,0.179591,1.75577
35,49280,0,2,0.0922467,0.113442,1.95695
35,49280,1,2,0.0822903,0.434908,1.95033
35,49280,2,2,0.0725526,0.741462,1.93152
35,49280,3,2,0.0718234,0.887847,1.92027
35,49280,4,2,-0.0986749,0.618952,1.93662
35,49280,5,2,-0.207249,0.377735,1.93637
35,49280,6,2,-0.307867,0.207379,1.80576
35,49280,7,2,-0.346919,0.195994,1.76892
35,49280,8,2,0.244377,0.611661,1.93393
35,49280,9,2,0.367912,0.369958,1.93947
35,49280,10,2,0.51923,0.273529,1.7852
35,49280,11,2,0.563034,0.273187,1.74896
35,49280,12,2,0.0127786,0.112047,1.91355
35,49280,13,2,-0.0138845,-0.246284,1.9215
35,49280,14,2,0.00484709,-0.615617,1.99491
35,49280,15,2,0.00325675,-0.644169,1.87909
35,49281,16,2,0.168056,0.110375,1.92381
35,49281,17,2,0.199865,-0.244921,1.95998
35,49281,18,2,0.17599,-0.630608,2.01812
35,49281,19,2,0.186268,-0.709044,1.95229
35,49281,20,2,0.0749946,0.666835,1.93829
35,49281,21,2,-0.383026,0.137218,1.70064
35,49281,22,2,-0.368034,0.234406,1.702
35,49281,23,2,0.607493,0.22843,1.68986
35,49281,24,2,0.573094,0.325862,1.69842
36,50285,0,2,0.0921879,0.113316,1.95721
36,50285,1,2,0.0809714,0.434976,1.95281
36,50285,2,2,0.069277,0.741961,1.93703
36,50285,3,2,0.0685808,0.889127,1.92669
36,50285,4,2,-0.105281,0.614346,1.94458
36,50285,5,2,-0.23299,0.362496,1.95387
36,50285,6,2,-0.378929,0.347635,1.76678
36,50285,7,2,-0.418879,0.365707,1.72797
36,50285,8,2,0.246267,0.611097,1.93834
36,50285,9,2,0.391872,0.38417,1.91741
36,50285,10,2,0.552099,0.407312,1.74534
36,50285,11,2,0.582135,0.429388,1.71173
36,50285,12,2,0.0126164,0.111502,1.91515
36,50285,13,2,-0.0145938,-0.245818,1.92119
36,50285,14,2,0.00418882,-0.611205,1.99392
36,50286,15,2,0.00170662,-0.639638,1.87801
36,50286,16,2,0.168106,0.110448,1.92326
36,50286,17,2,0.199615,-0.245202,1.96006
36,50286,18,2,0.176287,-0.627934,2.01752
36,50286,19,2,0.186074,-0.709245,1.95257
36,50286,20,2,0.0722514,0.667221,1.94304
36,50286,21,2,-0.468574,0.351322,1.64292
36,50286,22,2,-0.421815,0.420771,1.69447
36,50286,23,2,0.632953,0.418735,1.64267
36,50286,24,2,0.579586,0.491874,1.69223
37,51280,0,2,0.0930354,0.112839,1.95724
37,51280,1,2,0.0805753,0.434909,1.95378
37,51280,2,2,0.0676296,0.742098,1.93886
37,51280,3,2,0.0670633,0.889258,1.92876
37,51280,4,2,-0.109965,0.608665,1.94632
37,51280,5,2,-0.255754,0.385176,1.9424
37,51280,6,2,-0.364329,0.473684,1.74577
37,51280,7,2,-0.393481,0.519524,1.708
37,51280,8,2,0.24615,0.611153,1.93963
37,51281,9,2,0.393043,0.426267,1.91874
37,51281,10,2,0.514999,0.524719,1.74229
37,51281,11,2,0.537924,0.562595,1.70864
37,51281,12,2,0.0136987,0.110304,1.91603
37,51281,13,2,-0.0147089,-0.245804,1.92141
37,51281,14,2,0.00507705,-0.61555,1.99448
37,51281,15,2,0.00238295,-0.643855,1.87856
37,51281,16,2,0.168931,0.110717,1.92223
37,51281,17,2,0.19941,-0.246468,1.96111
37,51281,18,2,0.17696,-0.627431,2.0171
37,51281,19,2,0.186401,-0.708756,1.95182
37,51281,20,2,0.0709452,0.667305,1.94467
37,51281,21,2,-0.432321,0.542452,1.6233
37,51281,22,2,-0.377559,0.577181,1.70135
37,51281,23,2,0.578291,0.580168,1.6364
37,51281,24,2,0.519287,0.614999,1.70805
38,52279,0,2,0.0928569,0.112186,1.95604
38,52279,1,2,0.0800528,0.434667,1.95296
38,52279,2,2,0.0668952,0.742179,1.93792
38,52279,3,2,0.066501,0.888986,1.92739
38,52279,4,2,-0.110914,0.608815,1.9437
38,52279,5,2,-0.261503,0.416217,1.9194
38,52279,6,2,-0.331504,0.573189,1.75825
38,52279,7,2,-0.339892,0.627399,1.73833
38,52279,8,2,0.246311,0.609839,1.93837
38,52279,9,2,0.390014,0.422513,1.92437
38,52279,10,2,0.454259,0.58771,1.77012
38,52279,11,2,0.460276,0.637295,1.74727
38,52279,12,2,0.0134765,0.109848,1.91494
38,52279,13,2,-0.0147816,-0.245982,1.92079
38,52279,14,2,0.00495457,-0.615336,1.99416
38,52279,15,2,0.00261031,-0.643637,1.87822
38,52279,16,2,0.168667,0.110038,1.92061
38,52279,17,2,0.198677,-0.245838,1.96044
38,52279,18,2,0.177173,-0.626507,2.01719
38,52279,19,2,0.186492,-0.70894,1.95106
38,52280,20,2,0.0702347,0.667307,1.94377
38,52280,21,2,-0.360462,0.677015,1.66881
38,52280,22,2,-0.309674,0.66634,1.75688
38,52280,23,2,0.488738,0.682762,1.67895
38,52280,24,2,0.425646,0.667443,1.75508
39,53280,0,2,0.0929199,0.112119,1.95647
39,53280,1,2,0.0796588,0.43464,1.95427
39,53280,2,2,0.0661298,0.742306,1.94042
39,53280,3,2,0.0647779,0.88875,1.93051
39,53280,4,2,-0.112145,0.608369,1.94743
39,53280,5,2,-0.258617,0.396214,1.94115
39,53280,6,2,-0.360124,0.510874,1.76072
39,53280,7,2,-0.392983,0.541967,1.72547
39,53280,8,2,0.245186,0.609221,1.93993
39,53280,9,2,0.387681,0.419329,1.92126
39,53280,10,2,0.499799,0.536529,1.75018
39,53280,11,2,0.525871,0.551817,1.71974
39,53280,12,2,0.0135685,0.109869,1.91569
39,53280,13,2,-0.0147429,-0.245406,1.92123
39,53280,14,2,0.00453428,-0.618569,1.99538
39,53280,15,2,0.0016839,-0.646754,1.87944
39,53280,16,2,0.168658,0.109923,1.92088
39,53280,17,2,0.198378,-0.245994,1.9612
39,53280,18,2,0.177367,-0.626296,2.01706
39,53280,19,2,0.186532,-0.709189,1.9513
39,53280,20,2,0.0695471,0.667399,1.94595
39,53280,21,2,-0.428753,0.574142,1.6437
39,53280,22,2,-0.375123,0.593918,1.72549
39,53280,23,2,0.564202,0.570415,1.64342
39,53281,24,2,0.498376,0.599726,1.71321
40,54285,0,2,0.0912693,0.112081,1.95789
40,54285,1,2,0.0784013,0.434303,1.95459
40,54285,2,2,0.0651756,0.741579,1.93921
40,54285,3,2,0.0629577,0.887918,1.92775
40,54285,4,2,-0.111774,0.610015,1.9481
40,54285,5,2,-0.239091,0.364774,1.95331
40,54285,6,2,-0.388177,0.334629,1.77071
40,54285,7,2,-0.427655,0.325696,1.73856
40,54285,8,2,0.241992,0.610762,1.94064
40,54285,9,2,0.377235,0.369552,1.93596
40,54285,10,2,0.542234,0.359254,1.76697
40,54285,11,2,0.571561,0.352075,1.74038
40,54285,12,2,0.0118854,0.109094,1.91707
40,54286,13,2,-0.0151343,-0.244047,1.92127
40,54286,14,2,0.00396839,-0.614862,1.99448
40,54286,15,2,0.00113009,-0.643185,1.87856
40,54286,16,2,0.167001,0.110555,1.92236
40,54286,17,2,0.198217,-0.245983,1.9616
40,54286,18,2,0.17692,-0.628469,2.01742
40,54286,19,2,0.186311,-0.70919,1.95245
40,54286,20,2,0.0685049,0.666799,1.9452
40,54286,21,2,-0.476119,0.303591,1.65991
40,54286,22,2,-0.421662,0.377027,1.69929
40,54286,23,2,0.619129,0.324761,1.67473
40,54286,24,2,0.561871,0.409453,1.69853
41,55279,0,2,0.0880688,0.112244,1.95692
41,55279,1,2,0.0750096,0.434074,1.95245
41,55279,2,2,0.0618271,0.741027,1.93587
41,55279,3,2,0.0601093,0.887591,1.92315
41,55279,4,2,-0.112697,0.612057,1.94542
41,55279,5,2,-0.227467,0.375612,1.94576
41,55279,6,2,-0.347597,0.224173,1.80858
41,55279,7,2,-0.371294,0.194666,1.77917
41,55279,8,2,0.236739,0.610628,1.93806
41,55279,9,2,0.356841,0.364349,1.94908
41,55279,10,2,0.500608,0.236115,1.81231
41,55279,11,2,0.530811,0.210998,1.78851
41,55279,12,2,0.00875573,0.109549,1.91546
41,55279,13,2,-0.0163312,-0.247229,1.92138
41,55279,14,2,0.00348666,-0.616453,1.99429
41,55279,15,2,0.000701197,-0.644826,1.87841
41,55279,16,2,0.163789,0.110543,1.92195
41,55279,17,2,0.196305,-0.246319,1.96034
41,55279,18,2,0.174155,-0.62315,2.01815
41,55280,19,2,0.185655,-0.709092,1.95215
41,55280,20,2,0.0651458,0.66631,1.94212
41,55280,21,2,-0.407244,0.136707,1.71461
41,55280,22,2,-0.381487,0.234162,1.71518
41,55280,23,2,0.569307,0.159771,1.73808
41,55280,24,2,0.538803,0.258919,1.72875
42,56287,0,2,0.0857496,0.113242,1.95967
42,56287,1,2,0.0732693,0.434101,1.95293
42,56287,2,2,0.0601849,0.740261,1.93483
42,56287,3,2,0.0593859,0.886206,1.92108
42,56287,4,2,-0.109035,0.617996,1.94269
42,56287,5,2,-0.201646,0.386645,1.95028
42,56287,6,2,-0.258456,0.185172,1.83972
42,56287,7,2,-0.264192,0.126379,1.79669
42,56287,8,2,0.233378,0.611321,1.93762
42,56287,9,2,0.328984,0.348043,1.951
42,56287,10,2,0.441587,0.16941,1.84655
42,56287,11,2,0.460847,0.138173,1.83075
42,56287,12,2,0.00648537,0.111548,1.91738
42,56287,13,2,-0.0173839,-0.247519,1.92269
42,56287,14,2,0.00323924,-0.61776,1.99526
42,56287,15,2,0.00107602,-0.646245,1.87943
42,56287,16,2,0.16156,0.110606,1.92567
42,56287,17,2,0.193573,-0.248144,1.96268
42,56287,18,2,0.174525,-0.626549,2.01852
42,56287,19,2,0.186697,-0.709828,1.94993
42,56287,20,2,0.0634711,0.665779,1.94153
42,56287,21,2,-0.266543,0.0427054,1.74683
42,56287,22,2,-0.26557,0.153692,1.733
42,56287,23,2,0.487803,0.0659176,1.79149
42,56287,24,2,0.471208,0.178418,1.76399
43,57285,0,2,0.0837212,0.113445,1.95997
43,57285,1,2,0.0707679,0.434235,1.95192
43,57285,2,2,0.0574582,0.740185,1.93154
43,57285,3,2,0.0557286,0.885856,1.91829
43,57285,4,2,-0.113122,0.617073,1.94075
43,57285,5,2,-0.18178,0.37552,1.95346
43,57286,6,2,-0.204153,0.155418,1.8718
43,57286,7,2,-0.188865,0.0821537,1.83323
43,57286,8,2,0.228002,0.612252,1.93343
43,57286,9,2,0.310148,0.345241,1.94164
43,57286,10,2,0.367523,0.131223,1.86277
43,57286,11,2,0.370408,0.0910305,1.84852
43,57286,12,2,0.00462678,0.11206,1.91759
43,57286,13,2,-0.018318,-0.245613,1.92298
43,57286,14,2,0.00291499,-0.61926,1.996
43,57286,15,2,0.000167905,-0.647849,1.88025
43,57286,16,2,0.159452,0.110441,1.92596
43,57286,17,2,0.193393,-0.24841,1.96316
43,57286,18,2,0.174245,-0.626643,2.01919
43,57286,19,2,0.186816,-0.709074,1.95143
43,57286,20,2,0.0607936,0.665729,1.9388
43,57286,21,2,-0.175253,-0.00719681,1.81539
43,57286,22,2,-0.170535,0.0956885,1.77731
43,57286,23,2,0.381097,0.00853059,1.81832
43,57286,24,2,0.368784,0.122848,1.77929
44,58279,0,2,0.0463726,0.107202,1.91458
44,58279,1,2,0.0291372,0.426323,1.90214
44,58279,2,2,0.0123234,0.730348,1.87758
44,58279,3,2,0.00831261,0.87733,1.86377
44,58279,4,2,-0.15638,0.606011,1.89149
44,58279,5,2,-0.212181,0.372704,1.90142
44,58279,6,2,-0.185359,0.148887,1.83291
44,58279,7,2,-0.146501,0.0736656,1.80395
44,58279,8,2,0.182806,0.607804,1.88421
44,58279,9,2,0.243807,0.346413,1.89019
44,58279,10,2,0.225104,0.114019,1.81477
44,58279,11,2,0.196851,0.0677082,1.80076
44,58279,12,2,-0.0329088,0.104143,1.87133
44,58279,13,2,-0.0386718,-0.259549,1.89187
44,58279,14,2,0.0021141,-0.628016,1.99076
44,58279,15,2,-0.000741765,-0.656823,1.87508
44,58280,16,2,0.123742,0.10599,1.88131
44,58280,17,2,0.164098,-0.276457,1.8899
44,58280,18,2,0.166115,-0.640773,2.00278
44,58280,19,2,0.182897,-0.712267,1.95099
44,58280,20,2,0.0164794,0.656397,1.88581
44,58280,21,2,-0.110158,-0.0191737,1.79528
44,58280,22,2,-0.110951,0.0955777,1.76129
44,58280,23,2,0.185988,-0.0228213,1.79741
44,58280,24,2,0.15307,0.0605142,1.789
45,59280,0,2,0.270741,0.0467001,1.15254
45,59280,1,2,0.289194,0.321183,1.1081
45,59280,2,2,0.302088,0.574929,1.05368
45,59280,5,2,0.125466,0.389437,1.08504
45,59280,6,2,0.0969714,0.142718,1.02114
45,59280,7,2,0.136178,0.0871644,1.00487
45,59280,8,2,0.447749,0.50786,1.06118
45,59280,9,2,0.484608,0.270487,1.03947
45,59280,10,2,0.351143,0.113693,0.916647
45,59280,11,2,0.336897,0.081641,0.928224
45,59280,12,2,0.196022,0.0612736,1.11686
45,59280,13,2,0.273418,-0.249426,0.997595
45,59280,16,2,0.327792,0.0291327,1.11356
45,59280,19,2,0.326841,-0.567419,1.27423
45,59280,20,2,0.299106,0.514927,1.07037
45,59280,21,2,0.156794,8.35402e-05,0.960806
45,59280,22,2,0.189004,0.100893,1.00464
45,59281,23,2,0.31876,0.0340996,0.919841
45,59281,24,2,0.367677,0.0561277,0.907474
46,60280,0,2,0.332636,-0.391447,0.799448
46,60280,1,2,0.29875,-0.15703,0.727408
46,60280,2,2,0.257255,0.0700812,0.636297
46,60280,3,2,0.248674,0.255399,0.669197
46,60280,5,2,0.195638,0.116364,0.608677
46,60280,7,2,0.368981,0.294884,0.54267
46,60280,12,2,0.424256,-0.314084,0.841497
46,60280,20,2,0.26879,0.0151861,0.662023
47,61279,0,2,0.332636,-0.391447,0.799448
47,61279,1,2,0.29875,-0.15703,0.727408
47,61279,2,2,0.257255,0.0700812,0.636297
47,61279,3,2,0.248674,0.255399,0.669197
47,61279,5,2,0.195638,0.116364,0.608677
47,61279,7,2,0.368981,0.294884,0.54267
47,61279,12,2,0.424256,-0.314084,0.841497
47,61279,20,2,0.26879,0.0151861,0.662023
48,62285,0,2,0.332636,-0.391447,0.799448
48,62285,1,2,0.29875,-0.15703,0.727408
48,62285,2,2,0.257255,0.0700812,0.636297
48,62285,3,2,0.248674,0.255399,0.669197
48,62285,5,2,0.195638,0.116364,0.608677
48,62285,7,2,0.368981,0.294884,0.54267
48,62285,12,2,0.424256,-0.314084,0.841497
48,62285,20,2,0.26879,0.0151861,0.662023
